# STATION: KSNT,,,,
# STATION NAME: Stanley, Stanley Ranger Station,,,
# LATITUDE: 44.20861,,,,
# LONGITUDE: -114.93444,,,,
# ELEVATION [ft]: 6496,,,,
# STATE: ID,,,,
Station_ID,Date_Time,air_temp_set_1,precip_accum_one_hour_set_1,wind_speed_set_1
,,Fahrenheit,Inches,Miles/hour
KSNT,06/08/2020 23:51 UTC,48.02,,10.36
KSNT,06/09/2020 00:51 UTC,46.94,,6.91
KSNT,06/09/2020 01:51 UTC,46.94,,6.91
KSNT,06/09/2020 02:51 UTC,44.06,,4.6
KSNT,06/09/2020 03:51 UTC,35.96,,3.45
KSNT,06/09/2020 04:51 UTC,33.08,,4.6
KSNT,06/09/2020 05:51 UTC,33.08,,4.6
KSNT,06/09/2020 06:51 UTC,30.02,,4.6
KSNT,06/09/2020 07:51 UTC,30.92,,4.6
KSNT,06/09/2020 08:51 UTC,28.94,,0
KSNT,06/09/2020 09:51 UTC,28.94,,4.6
KSNT,06/09/2020 10:51 UTC,30.92,,3.45
KSNT,06/09/2020 11:51 UTC,30.92,,0
KSNT,06/09/2020 12:51 UTC,32,,0
KSNT,06/09/2020 13:51 UTC,33.98,,0
KSNT,06/09/2020 14:51 UTC,37.04,,0
KSNT,06/09/2020 15:51 UTC,42.08,,4.6
KSNT,06/09/2020 16:51 UTC,48.02,,8.06
KSNT,06/09/2020 17:51 UTC,46.94,,6.91
KSNT,06/09/2020 18:51 UTC,46.04,,4.6
KSNT,06/09/2020 19:51 UTC,48.02,0.01,4.6
KSNT,06/09/2020 20:51 UTC,48.92,,3.45
KSNT,06/09/2020 21:51 UTC,51.98,,3.45
KSNT,06/09/2020 22:51 UTC,55.94,,10.36
KSNT,06/09/2020 23:51 UTC,53.96,,6.91
KSNT,06/10/2020 00:51 UTC,57.02,,6.91
KSNT,06/10/2020 01:51 UTC,55.94,,4.6
KSNT,06/10/2020 02:51 UTC,51.08,,0
KSNT,06/10/2020 03:51 UTC,42.98,,4.6
KSNT,06/10/2020 04:51 UTC,39.02,,3.45
KSNT,06/10/2020 05:51 UTC,41,,0
KSNT,06/10/2020 06:51 UTC,42.08,0.01,5.75
KSNT,06/10/2020 07:51 UTC,41,0.01,3.45
KSNT,06/10/2020 08:51 UTC,37.04,,0
KSNT,06/10/2020 09:51 UTC,35.06,,3.45
KSNT,06/10/2020 10:51 UTC,33.98,,0
KSNT,06/10/2020 11:51 UTC,33.08,,0
KSNT,06/10/2020 12:51 UTC,33.08,,0
KSNT,06/10/2020 13:51 UTC,35.06,,0
KSNT,06/10/2020 14:51 UTC,37.94,,0
KSNT,06/10/2020 15:51 UTC,44.06,,3.45
KSNT,06/10/2020 16:51 UTC,53.96,,4.6
KSNT,06/10/2020 17:51 UTC,62.06,,6.91
KSNT,06/10/2020 18:51 UTC,64.04,,3.45
KSNT,06/10/2020 19:51 UTC,64.94,,
KSNT,06/10/2020 20:51 UTC,66.02,,4.6
KSNT,06/10/2020 21:51 UTC,66.92,,10.36
KSNT,06/10/2020 22:51 UTC,68,,14.96
KSNT,06/10/2020 23:51 UTC,NULL,,
KSNT,06/11/2020 00:51 UTC,66.02,,6.91
KSNT,06/11/2020 01:51 UTC,66.02,,5.75
KSNT,06/11/2020 02:51 UTC,59,,0
KSNT,06/11/2020 03:51 UTC,46.94,,5.75
KSNT,06/11/2020 04:51 UTC,44.06,,4.6
KSNT,06/11/2020 05:51 UTC,44.06,,5.75
KSNT,06/11/2020 06:51 UTC,42.08,,0
KSNT,06/11/2020 07:51 UTC,39.92,,4.6
KSNT,06/11/2020 08:51 UTC,39.02,,0
KSNT,06/11/2020 09:51 UTC,35.06,,3.45
KSNT,06/11/2020 10:51 UTC,33.98,,0
KSNT,06/11/2020 11:51 UTC,32,,0
KSNT,06/11/2020 12:51 UTC,33.98,,0
KSNT,06/11/2020 13:51 UTC,41,,0
KSNT,06/11/2020 14:51 UTC,48.02,,3.45
KSNT,06/11/2020 15:51 UTC,55.04,,5.75
KSNT,06/11/2020 16:51 UTC,59,,3.45
KSNT,06/11/2020 17:51 UTC,73.04,,11.51
KSNT,06/11/2020 18:51 UTC,75.02,,11.51
KSNT,06/11/2020 19:51 UTC,77,,16.11
KSNT,06/11/2020 20:51 UTC,75.92,,10.36
KSNT,06/11/2020 21:51 UTC,75.02,,11.51
KSNT,06/11/2020 22:51 UTC,73.04,,9.21
KSNT,06/11/2020 23:51 UTC,75.02,,10.36
KSNT,06/12/2020 00:51 UTC,73.94,,8.06
KSNT,06/12/2020 01:51 UTC,71.06,,8.06
KSNT,06/12/2020 02:51 UTC,64.94,,3.45
KSNT,06/12/2020 03:51 UTC,57.92,,4.6
KSNT,06/12/2020 04:51 UTC,53.96,,4.6
